gene,rna_col,queries,gs_names
SEC24C,rna_SEC24C,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SEC61A1,rna_SEC61A1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SEMA3C,rna_SEMA3C,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SEMA3D,rna_SEMA3D,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SEMA4D,rna_SEMA4D,hallmark_inflammation; inflammatory_response,HALLMARK_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
SERPINH1,rna_SERPINH1,ecm_remodelling; inflammatory_response,GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS; GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_COLLAGEN_METABOLIC_PROCESS; GOMF_COLLAGEN_BINDING; HP_INCREASED_INFLAMMATORY_RESPONSE
SETBP1,rna_SETBP1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SETD2,rna_SETD2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SF3B1,rna_SF3B1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SFTPB,rna_SFTPB,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SFTPC,rna_SFTPC,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SGCG,rna_SGCG,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SH2D1A,rna_SH2D1A,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SH3KBP1,rna_SH3KBP1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SH3PXD2B,rna_SH3PXD2B,ecm_remodelling; inflammatory_response,GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY; HP_INCREASED_INFLAMMATORY_RESPONSE
SHH,rna_SHH,ecm_remodelling; inflammatory_response,GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS; GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_REGULATION_OF_PROTEOLYSIS; GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_SELF_PROTEOLYSIS; GOMF_EXTRACELLULAR_MATRIX_BINDING; HP_INCREASED_INFLAMMATORY_RESPONSE
SHOC2,rna_SHOC2,inflammatory_response; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; HP_INCREASED_INFLAMMATORY_RESPONSE
SIAH1,rna_SIAH1,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
SIK3,rna_SIK3,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SIN3A,rna_SIN3A,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SIX3,rna_SIX3,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC12A3,rna_SLC12A3,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC19A1,rna_SLC19A1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC25A12,rna_SLC25A12,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC25A13,rna_SLC25A13,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC25A15,rna_SLC25A15,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC25A24,rna_SLC25A24,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC26A9,rna_SLC26A9,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC27A4,rna_SLC27A4,inflammatory_response; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; HP_INCREASED_INFLAMMATORY_RESPONSE
SLC29A3,rna_SLC29A3,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC2A10,rna_SLC2A10,ecm_remodelling; inflammatory_response,GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION; HP_INCREASED_INFLAMMATORY_RESPONSE
SLC30A2,rna_SLC30A2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC35A1,rna_SLC35A1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC35C1,rna_SLC35C1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC37A4,rna_SLC37A4,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC39A4,rna_SLC39A4,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC39A7,rna_SLC39A7,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC4A1,rna_SLC4A1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC6A14,rna_SLC6A14,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC6A19,rna_SLC6A19,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC6A5,rna_SLC6A5,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC7A7,rna_SLC7A7,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLC9A3,rna_SLC9A3,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLCO2A1,rna_SLCO2A1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SLURP1,rna_SLURP1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SMAD2,rna_SMAD2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SMARCA2,rna_SMARCA2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SMARCA4,rna_SMARCA4,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SMARCAD1,rna_SMARCAD1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SMARCAL1,rna_SMARCAL1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SMARCB1,rna_SMARCB1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SMARCC2,rna_SMARCC2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SMARCD1,rna_SMARCD1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SMARCD2,rna_SMARCD2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SMARCE1,rna_SMARCE1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SMC1A,rna_SMC1A,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SMC3,rna_SMC3,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SMCHD1,rna_SMCHD1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SNAP29,rna_SNAP29,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SNX10,rna_SNX10,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SOCS1,rna_SOCS1,inflammatory_response; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; HP_INCREASED_INFLAMMATORY_RESPONSE
SOX11,rna_SOX11,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SOX18,rna_SOX18,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SOX4,rna_SOX4,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SP110,rna_SP110,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SPAG1,rna_SPAG1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SPEF2,rna_SPEF2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SPIB,rna_SPIB,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SPINK1,rna_SPINK1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SPINK5,rna_SPINK5,ecm_remodelling; inflammatory_response,GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS; GOBP_PROTEOLYSIS; GOBP_REGULATION_OF_PROTEOLYSIS; HP_INCREASED_INFLAMMATORY_RESPONSE
SPP1,rna_SPP1,ecm_remodelling; inflammatory_response,GOMF_EXTRACELLULAR_MATRIX_BINDING; HP_INCREASED_INFLAMMATORY_RESPONSE
SPTA1,rna_SPTA1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SPTB,rna_SPTB,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SPTBN1,rna_SPTBN1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SPTLC1,rna_SPTLC1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SPTLC2,rna_SPTLC2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SRCAP,rna_SRCAP,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SRD5A3,rna_SRD5A3,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SREBF1,rna_SREBF1,inflammatory_response; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; HP_INCREASED_INFLAMMATORY_RESPONSE
SRP19,rna_SRP19,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SRY,rna_SRY,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
ST14,rna_ST14,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; HP_INCREASED_INFLAMMATORY_RESPONSE
STAG2,rna_STAG2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
STAT1,rna_STAT1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
STAT2,rna_STAT2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
STAT4,rna_STAT4,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
STAT6,rna_STAT6,inflammatory_response; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; HP_INCREASED_INFLAMMATORY_RESPONSE
STIL,rna_STIL,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
STIM1,rna_STIM1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
STK36,rna_STK36,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
STK4,rna_STK4,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
STUB1,rna_STUB1,ecm_remodelling; inflammatory_response; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS; GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_REGULATION_OF_PROTEOLYSIS; GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
STX11,rna_STX11,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
STX16,rna_STX16,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
STX1A,rna_STX1A,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
STXBP1,rna_STXBP1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SULT2B1,rna_SULT2B1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
SUOX,rna_SUOX,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TAF1,rna_TAF1,ecm_remodelling; inflammatory_response,GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS; GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS; GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_REGULATION_OF_PROTEOLYSIS; GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
TAF4,rna_TAF4,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TAOK1,rna_TAOK1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TAP1,rna_TAP1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TAP2,rna_TAP2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TAPBP,rna_TAPBP,hallmark_inflammation; inflammatory_response,HALLMARK_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
TBC1D24,rna_TBC1D24,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TBC1D8B,rna_TBC1D8B,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TBCD,rna_TBCD,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TBCK,rna_TBCK,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TBL1XR1,rna_TBL1XR1,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
TBL2,rna_TBL2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TBX1,rna_TBX1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TBX19,rna_TBX19,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TBX2,rna_TBX2,inflammatory_response; kinase_signalling,GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; HP_INCREASED_INFLAMMATORY_RESPONSE
TBX20,rna_TBX20,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TBX4,rna_TBX4,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TCF3,rna_TCF3,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TCF4,rna_TCF4,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TERC,rna_TERC,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TERT,rna_TERT,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TET2,rna_TET2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TFE3,rna_TFE3,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TFG,rna_TFG,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TG,rna_TG,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TGDS,rna_TGDS,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TGFB2,rna_TGFB2,ecm_remodelling; inflammatory_response,GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY; GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY; GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION; GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY; GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION; HP_INCREASED_INFLAMMATORY_RESPONSE
TGFB3,rna_TGFB3,ecm_remodelling; inflammatory_response,GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS; GOBP_COLLAGEN_METABOLIC_PROCESS; GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS; GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
TGFBR1,rna_TGFBR1,ecm_remodelling; inflammatory_response,GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY; GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY; GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION; GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY; GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION; HP_INCREASED_INFLAMMATORY_RESPONSE
TGFBR2,rna_TGFBR2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TGIF1,rna_TGIF1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TGM1,rna_TGM1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TGM5,rna_TGM5,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
THRB,rna_THRB,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TIMM8A,rna_TIMM8A,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TINF2,rna_TINF2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TK2,rna_TK2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TKT,rna_TKT,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TLK2,rna_TLK2,ecm_remodelling; inflammatory_response,GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS; GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_REGULATION_OF_PROTEOLYSIS; GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
TLL1,rna_TLL1,ecm_remodelling; inflammatory_response; metalloprotease_activity,GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_PROTEOLYSIS; GOMF_METALLOENDOPEPTIDASE_ACTIVITY; GOMF_METALLOPEPTIDASE_ACTIVITY; HP_INCREASED_INFLAMMATORY_RESPONSE
TMC6,rna_TMC6,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TMC8,rna_TMC8,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TMCO1,rna_TMCO1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TNFRSF11B,rna_TNFRSF11B,ecm_remodelling; inflammatory_response,HP_ELEVATED_URINARY_COLLAGEN_DEGRADATION_PRODUCTS; HP_INCREASED_INFLAMMATORY_RESPONSE
TNFRSF13B,rna_TNFRSF13B,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TNFRSF13C,rna_TNFRSF13C,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TNFRSF9,rna_TNFRSF9,hallmark_inflammation; inflammatory_response,HALLMARK_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
TNFSF15,rna_TNFSF15,hallmark_inflammation; inflammatory_response,HALLMARK_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
TNPO3,rna_TNPO3,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TNRC6B,rna_TNRC6B,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TOM1,rna_TOM1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TOP3A,rna_TOP3A,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TP53,rna_TP53,inflammatory_response; kinase_signalling,GOMF_RECEPTOR_TYROSINE_KINASE_BINDING; HP_INCREASED_INFLAMMATORY_RESPONSE
TP63,rna_TP63,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TP73,rna_TP73,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TPM2,rna_TPM2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TPM3,rna_TPM3,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TPP2,rna_TPP2,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; HP_INCREASED_INFLAMMATORY_RESPONSE
TPR,rna_TPR,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TRAF3,rna_TRAF3,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; GOBP_REGULATION_OF_PROTEOLYSIS; HP_INCREASED_INFLAMMATORY_RESPONSE
TRAF6,rna_TRAF6,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TRAPPC2,rna_TRAPPC2,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TRIM32,rna_TRIM32,ecm_remodelling; inflammatory_response,GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS; GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_REGULATION_OF_PROTEOLYSIS; HP_INCREASED_INFLAMMATORY_RESPONSE
TRIM44,rna_TRIM44,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TRIM8,rna_TRIM8,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TRPC6,rna_TRPC6,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TRPM4,rna_TRPM4,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TRPV6,rna_TRPV6,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TTC12,rna_TTC12,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TTC7A,rna_TTC7A,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TTC8,rna_TTC8,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
TYMS,rna_TYMS,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
UBA1,rna_UBA1,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
UBAC2,rna_UBAC2,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
UBB,rna_UBB,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_REGULATION_OF_PROTEOLYSIS; GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
UBE2A,rna_UBE2A,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
UBE2L3,rna_UBE2L3,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
UNC119,rna_UNC119,inflammatory_response; kinase_activity,GOBP_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOBP_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY; HP_INCREASED_INFLAMMATORY_RESPONSE
UNG,rna_UNG,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
UQCRH,rna_UQCRH,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
UROD,rna_UROD,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
UROS,rna_UROS,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
USP26,rna_USP26,ecm_remodelling; inflammatory_response,GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS; GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; GOBP_REGULATION_OF_PROTEOLYSIS; GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
USP48,rna_USP48,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; HP_INCREASED_INFLAMMATORY_RESPONSE
USP8,rna_USP8,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; HP_INCREASED_INFLAMMATORY_RESPONSE
VCAN,rna_VCAN,ecm_remodelling; inflammatory_response,GOCC_SPECIALIZED_EXTRACELLULAR_MATRIX; GOCC_SYNAPSE_ASSOCIATED_EXTRACELLULAR_MATRIX; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE; HP_INCREASED_INFLAMMATORY_RESPONSE
VPS33A,rna_VPS33A,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
VPS33B,rna_VPS33B,ecm_remodelling; inflammatory_response,GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_COLLAGEN_METABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
VPS37D,rna_VPS37D,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
WAS,rna_WAS,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
WDR19,rna_WDR19,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
WDR26,rna_WDR26,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS; HP_INCREASED_INFLAMMATORY_RESPONSE
WDR35,rna_WDR35,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
WFDC2,rna_WFDC2,ecm_remodelling; inflammatory_response,GOBP_PROTEOLYSIS; HP_INCREASED_INFLAMMATORY_RESPONSE
WIPF1,rna_WIPF1,inflammatory_response,HP_INCREASED_INFLAMMATORY_RESPONSE
