gene_feature,p_value
rna_ASS1,0.8482683977353612
rna_CELA3A,0.8488095274788234
rna_PRAMEF10,0.849272186615686
rna_TIAM1,0.8512073818253618
rna_NTAN1,0.8513838843438987
rna_DDRGK1,0.8521273729673848
rna_EIF2AK3,0.8523045523943592
rna_ARAF,0.852340667822378
rna_C1QTNF3,0.8531551544208636
rna_TRAPPC2,0.8540353873179958
rna_PIP4K2B,0.8558721175104499
rna_EFNB3,0.855889524416057
rna_MAP2K1,0.8571060552935161
rna_PRAMEF12,0.857643550217963
rna_SH3RF2,0.8581683896596559
rna_KLHL1,0.8597950079474493
rna_WDR81,0.8617213862414983
rna_DPP10,0.8642625809585888
rna_PLK2,0.8659404518904177
rna_SIAH1,0.8688387069940264
rna_APH1A,0.8695004894797872
rna_SEMG2,0.8719630014580886
rna_RAG2,0.8738858604949331
rna_IRS4,0.8754326164516609
rna_NLRX1,0.8757201055073851
rna_USP3,0.8777623644238417
rna_BACH2,0.8794143921838685
rna_SPCS3,0.8830541592939576
rna_CLEC12A,0.883644381229106
rna_AGRN,0.8854867121004086
rna_DLK1,0.8864876160565265
rna_GSTP1,0.8919174775677023
rna_PPP2CA,0.8942633724966433
rna_ATP2B1,0.8957560861721623
rna_PRKCB,0.898109976710714
rna_SOX4,0.8983354288538863
rna_EPHB6,0.8987210977271403
rna_CSNK2A1,0.8990382163758662
rna_IL17RE,0.8993660432857268
rna_RNF2,0.9017069202231788
rna_EGF,0.9017206505981418
rna_PRELP,0.9018121130804966
rna_TGFBR1,0.9018341093450946
rna_DPEP3,0.9030053183939311
rna_CYLD,0.9055633763195107
rna_NCF2,0.9058276536530836
rna_MMP16,0.9064463059791056
rna_PRAMEF2,0.9067953860000117
rna_CAV2,0.9079110731029036
rna_VEGFA,0.9091557796198575
rna_MAPK14,0.90982222393702
rna_NPEPPS,0.910064924754831
rna_APEH,0.911414980223523
rna_GHRHR,0.9114296378723521
rna_COL18A1,0.9125233344675242
rna_ENDOU,0.9131614050403517
rna_MALT1,0.913275867377746
rna_ADM,0.9133326909141841
rna_IL17A,0.9133641369980658
rna_BIRC2,0.9148645214667468
rna_PRAMEF14,0.9149567466771941
rna_FERMT1,0.9159786135552292
rna_ATM,0.9180383350664151
rna_PIP4K2C,0.9186939918709452
rna_RNF145,0.9187314155709695
rna_NCKAP1L,0.9193080549910645
rna_TAF1,0.920658374719506
rna_IL5RA,0.9214742271034045
rna_CALHM2,0.9225066417600778
rna_NGEF,0.9227724997477009
rna_WEE1,0.922887923839611
rna_CCL24,0.9231074512832691
rna_CASP14,0.9239154984056825
rna_MMP26,0.9258004628541449
rna_FBXL18,0.9273382699590234
rna_GP1BA,0.92823531783023006
rna_FBXO40,0.9296789584143905
rna_AP1B1,0.9306479699736165
rna_UBE2J1,0.932064506106508
rna_SCRN2,0.932611852819671
rna_IFNGR1,0.9326674818111335
rna_EPHA3,0.9341972976659035
rna_PRSS57,0.9343774613489094
rna_MT3,0.9351363314904508
rna_PAPPA,0.9363897490254828
rna_TMPRSS11D,0.93676112474979
rna_RFX7,0.9374089778292943
rna_CLIP2,0.939523957443452
rna_LPCAT3,0.9395755395260548
rna_ITGB1,0.9435642180467286
rna_TAC4,0.9440246855011915
rna_JAZF1,0.9443759367940081
rna_SPAG1,0.9453193752092044
rna_PGM3,0.9455269681528257
rna_ERCC5,0.945838411284469
rna_HLA-DQB1,0.947069854751239
rna_KLK7,0.9475206342259344
rna_ZFPM2,0.9482922926238939
rna_MATK,0.9497549430002106
rna_PACSIN3,0.9499173726357372
rna_PRF1,0.952596999693324
rna_OSMR,0.9527530191876085
rna_ITGA11,0.9529216353952613
rna_FOLR2,0.9561460206146847
rna_UBXN2A,0.956618714343627
rna_FBXW12,0.95814074942345
rna_SH3BGRL,0.9595020555555152
rna_PRKAR1B,0.9595303562699168
rna_CCL18,0.9595862571739922
rna_ASL,0.9596045944219301
rna_USP48,0.9627333583844274
rna_ENC1,0.9628021465824539
rna_ITGA10,0.9636093687304013
rna_STYX,0.9644833344308748
rna_PDE3B,0.9649864138455068
rna_PLSCR1,0.9664502962074873
rna_SF3B1,0.9666704146872371
rna_PCDH7,0.9668539825298165
rna_S1PR3,0.9678549033891853
rna_FAM111B,0.9686440913210322
rna_LYST,0.9701211490918713
rna_ANAPC10,0.9702375482081355
rna_MAGI2,0.9717208114766214
rna_CTNNBIP1,0.9722220130117643
rna_LDLRAD3,0.9722292881771836
rna_KCNMB2,0.9738661787447999
rna_VNN1,0.9741980281221811
rna_GRN,0.9751513260416425
rna_COL9A1,0.9782297133651005
rna_HSPA12A,0.97993090362125
rna_ATP6AP2,0.9807073419096547
rna_RBM4,0.9809099491312228
rna_CDH23,0.9814206746008065
rna_KCTD6,0.9833791583639941
rna_TIMM8A,0.9855758259747305
rna_NHLRC1,0.9877091411869251
rna_SLC28A2,0.9879151815348376
rna_KCTD21,0.9890349946348492
rna_NAALADL1,0.990197820452633
rna_PIGY,0.9902441164312112
rna_AQP11,0.9913621816680549
rna_AREG,0.9919365550352119
rna_ZFP36,0.9919706228291084
rna_TTC8,0.9920498049077384
rna_PRAMEF13,0.9935311431792943
rna_LACRT,0.993872903039275
rna_KBTBD8,0.994391762521452
rna_GRHL3,0.994405099179595
rna_SMAD7,0.9953601118643896
rna_SEC11C,0.996954467302545
rna_KYNU,0.9975139971927133
rna_APIP,0.9976438170653115
rna_SPINK14,NA
rna_DEFB114,NA
rna_PLA2G2E,NA
rna_DUX4L1,NA
